Force (N),Position (mm),Strain (%),Stress (MPa)
206,2.00,2.00,1.16
206,2.00,2.00,1.16
206,2.00,2.00,1.16
206,2.00,2.00,1.16
206,2.00,2.00,1.16
206,2.00,2.00,1.16
206,2.01,2.01,1.16
206,2.01,2.01,1.16
206,2.01,2.01,1.16
206,2.01,2.01,1.16
206,2.01,2.01,1.16
206,2.01,2.01,1.16
207,2.01,2.01,1.16
207,2.01,2.01,1.16
207,2.02,2.02,1.16
207,2.02,2.02,1.16
207,2.02,2.02,1.16
207,2.02,2.02,1.16
207,2.02,2.02,1.16
207,2.02,2.02,1.16
207,2.02,2.02,1.16
207,2.02,2.02,1.16
207,2.03,2.03,1.16
207,2.03,2.03,1.16
207,2.03,2.03,1.16
207,2.03,2.03,1.17
208,2.03,2.03,1.17
208,2.03,2.03,1.17
208,2.03,2.03,1.17
208,2.03,2.03,1.17
208,2.04,2.04,1.17
208,2.04,2.04,1.17
208,2.04,2.04,1.17
208,2.04,2.04,1.17
208,2.04,2.04,1.17
208,2.04,2.04,1.17
208,2.04,2.04,1.17
208,2.04,2.04,1.17
208,2.04,2.04,1.17
208,2.05,2.05,1.17
208,2.05,2.05,1.17
208,2.05,2.05,1.17
208,2.05,2.05,1.17
208,2.05,2.05,1.17
208,2.05,2.05,1.17
208,2.05,2.05,1.17
208,2.06,2.06,1.17
208,2.06,2.06,1.17
208,2.06,2.06,1.17
208,2.06,2.06,1.17
208,2.06,2.06,1.17
208,2.06,2.06,1.17
208,2.06,2.06,1.17
208,2.06,2.06,1.17
208,2.06,2.06,1.17
208,2.07,2.07,1.17
208,2.07,2.07,1.17
208,2.07,2.07,1.17
208,2.07,2.07,1.17
208,2.07,2.07,1.17
208,2.07,2.07,1.17
209,2.07,2.07,1.18
209,2.07,2.07,1.18
209,2.07,2.07,1.18
209,2.08,2.08,1.18
209,2.08,2.08,1.18
210,2.08,2.08,1.18
210,2.08,2.08,1.18
210,2.08,2.08,1.18
210,2.08,2.08,1.18
210,2.08,2.08,1.18
210,2.08,2.08,1.18
210,2.09,2.09,1.18
210,2.09,2.09,1.18
210,2.09,2.09,1.18
210,2.09,2.09,1.18
210,2.09,2.09,1.18
210,2.09,2.09,1.18
210,2.09,2.09,1.18
210,2.09,2.09,1.18
210,2.10,2.10,1.18
210,2.10,2.10,1.19
211,2.10,2.10,1.19
211,2.10,2.10,1.19
211,2.10,2.10,1.19
211,2.10,2.10,1.19
211,2.10,2.10,1.19
211,2.10,2.10,1.19
211,2.11,2.11,1.19
211,2.11,2.11,1.19
211,2.11,2.11,1.19
211,2.11,2.11,1.19
211,2.11,2.11,1.19
211,2.11,2.11,1.19
211,2.11,2.11,1.19
211,2.11,2.11,1.19
212,2.11,2.11,1.19
212,2.12,2.12,1.19
212,2.12,2.12,1.19
212,2.12,2.12,1.19
212,2.12,2.12,1.19
212,2.12,2.12,1.19
212,2.12,2.12,1.19
212,2.12,2.12,1.19
212,2.12,2.12,1.19
212,2.13,2.13,1.19
212,2.13,2.13,1.19
212,2.13,2.13,1.19
212,2.13,2.13,1.19
212,2.13,2.13,1.19
212,2.13,2.13,1.20
213,2.13,2.13,1.20
213,2.13,2.13,1.20
213,2.14,2.14,1.20
213,2.14,2.14,1.20
213,2.14,2.14,1.20
213,2.14,2.14,1.20
213,2.14,2.14,1.20
213,2.14,2.14,1.20
213,2.14,2.14,1.20
213,2.14,2.14,1.20
213,2.15,2.15,1.20
213,2.15,2.15,1.20
213,2.15,2.15,1.20
213,2.15,2.15,1.20
213,2.15,2.15,1.20
213,2.15,2.15,1.20
213,2.15,2.15,1.20
213,2.15,2.15,1.20
213,2.16,2.16,1.20
213,2.16,2.16,1.20
213,2.16,2.16,1.20
213,2.16,2.16,1.20
213,2.16,2.16,1.20
214,2.16,2.16,1.21
214,2.16,2.16,1.21
214,2.16,2.16,1.21
214,2.16,2.16,1.21
214,2.17,2.17,1.21
214,2.17,2.17,1.21
214,2.17,2.17,1.21
214,2.17,2.17,1.21
214,2.17,2.17,1.21
215,2.17,2.17,1.21
215,2.17,2.17,1.21
215,2.17,2.17,1.21
215,2.18,2.18,1.21
215,2.18,2.18,1.21
215,2.18,2.18,1.21
215,2.18,2.18,1.21
215,2.18,2.18,1.21
215,2.18,2.18,1.21
215,2.18,2.18,1.21
215,2.18,2.18,1.21
215,2.19,2.19,1.21
215,2.19,2.19,1.21
215,2.19,2.19,1.21
216,2.19,2.19,1.22
216,2.19,2.19,1.22
216,2.19,2.19,1.22
216,2.19,2.19,1.22
216,2.19,2.19,1.22
216,2.19,2.19,1.22
216,2.20,2.20,1.22
216,2.20,2.20,1.22
216,2.20,2.20,1.22
216,2.20,2.20,1.22
216,2.20,2.20,1.22
216,2.20,2.20,1.22
216,2.20,2.20,1.22
216,2.20,2.20,1.22
216,2.21,2.21,1.22
217,2.21,2.21,1.22
217,2.21,2.21,1.22
217,2.21,2.21,1.22
217,2.21,2.21,1.22
217,2.21,2.21,1.22
217,2.21,2.21,1.22
217,2.21,2.21,1.22
218,2.22,2.22,1.23
218,2.22,2.22,1.23
218,2.22,2.22,1.23
218,2.22,2.22,1.23
218,2.22,2.22,1.23
218,2.22,2.22,1.23
218,2.22,2.22,1.23
218,2.22,2.22,1.23
218,2.22,2.22,1.23
218,2.23,2.23,1.23
218,2.23,2.23,1.23
218,2.23,2.23,1.23
218,2.23,2.23,1.23
218,2.23,2.23,1.23
218,2.23,2.23,1.23
218,2.23,2.23,1.23
218,2.23,2.23,1.23
218,2.24,2.24,1.23
218,2.24,2.24,1.23
218,2.24,2.24,1.23
218,2.24,2.24,1.23
218,2.24,2.24,1.23
218,2.24,2.24,1.23
218,2.24,2.24,1.23
218,2.24,2.24,1.23
219,2.24,2.24,1.23
219,2.25,2.25,1.24
219,2.25,2.25,1.24
219,2.25,2.25,1.24
219,2.25,2.25,1.24
219,2.25,2.25,1.24
219,2.25,2.25,1.24
219,2.25,2.25,1.24
219,2.25,2.25,1.24
219,2.26,2.26,1.24
219,2.26,2.26,1.24
219,2.26,2.26,1.24
219,2.26,2.26,1.24
219,2.26,2.26,1.24
220,2.26,2.26,1.24
220,2.26,2.26,1.24
220,2.26,2.26,1.24
220,2.27,2.27,1.24
220,2.27,2.27,1.24
220,2.27,2.27,1.24
220,2.27,2.27,1.24
220,2.27,2.27,1.24
220,2.27,2.27,1.24
220,2.27,2.27,1.24
220,2.28,2.28,1.24
221,2.28,2.28,1.24
221,2.28,2.28,1.24
221,2.28,2.28,1.24
221,2.28,2.28,1.24
221,2.28,2.28,1.24
221,2.28,2.28,1.24
221,2.28,2.28,1.24
221,2.28,2.28,1.24
221,2.29,2.29,1.24
221,2.29,2.29,1.24
221,2.29,2.29,1.24
221,2.29,2.29,1.24
221,2.29,2.29,1.24
221,2.29,2.29,1.24
221,2.29,2.29,1.24
221,2.29,2.29,1.24
221,2.29,2.29,1.24
221,2.30,2.30,1.24
221,2.30,2.30,1.24
221,2.30,2.30,1.25
222,2.30,2.30,1.25
222,2.30,2.30,1.25
222,2.30,2.30,1.25
222,2.30,2.30,1.25
222,2.30,2.30,1.25
222,2.31,2.31,1.25
222,2.31,2.31,1.25
222,2.31,2.31,1.25
222,2.31,2.31,1.25
222,2.31,2.31,1.25
222,2.31,2.31,1.25
223,2.31,2.31,1.25
223,2.31,2.31,1.25
223,2.32,2.32,1.25
223,2.32,2.32,1.25
223,2.32,2.32,1.25
223,2.32,2.32,1.25
223,2.32,2.32,1.25
223,2.32,2.32,1.25
223,2.32,2.32,1.26
223,2.32,2.32,1.26
223,2.33,2.33,1.26
223,2.33,2.33,1.26
223,2.33,2.33,1.26
223,2.33,2.33,1.26
223,2.33,2.33,1.26
223,2.33,2.33,1.26
223,2.33,2.33,1.26
223,2.33,2.33,1.26
224,2.33,2.33,1.26
224,2.34,2.34,1.26
224,2.34,2.34,1.26
224,2.34,2.34,1.26
224,2.34,2.34,1.26
224,2.34,2.34,1.26
224,2.34,2.34,1.26
224,2.34,2.34,1.26
224,2.34,2.34,1.26
224,2.35,2.35,1.26
224,2.35,2.35,1.26
224,2.35,2.35,1.26
224,2.35,2.35,1.26
224,2.35,2.35,1.26
224,2.35,2.35,1.26
225,2.35,2.35,1.27
225,2.35,2.35,1.27
225,2.36,2.36,1.27
225,2.36,2.36,1.27
225,2.36,2.36,1.27
225,2.36,2.36,1.27
225,2.36,2.36,1.27
225,2.36,2.36,1.27
225,2.36,2.36,1.27
225,2.36,2.36,1.27
225,2.36,2.36,1.27
225,2.37,2.37,1.27
225,2.37,2.37,1.27
225,2.37,2.37,1.27
225,2.37,2.37,1.27
225,2.37,2.37,1.27
225,2.37,2.37,1.27
225,2.37,2.37,1.27
226,2.38,2.38,1.27
226,2.38,2.38,1.27
226,2.38,2.38,1.27
226,2.38,2.38,1.27
226,2.38,2.38,1.27
226,2.38,2.38,1.27
226,2.38,2.38,1.27
226,2.38,2.38,1.27
226,2.38,2.38,1.27
226,2.39,2.39,1.27
226,2.39,2.39,1.28
227,2.39,2.39,1.28
227,2.39,2.39,1.28
227,2.39,2.39,1.28
227,2.39,2.39,1.28
227,2.39,2.39,1.28
227,2.39,2.39,1.28
227,2.40,2.40,1.28
227,2.40,2.40,1.28
227,2.40,2.40,1.28
227,2.40,2.40,1.28
227,2.40,2.40,1.28
227,2.40,2.40,1.28
227,2.40,2.40,1.28
228,2.40,2.40,1.28
228,2.40,2.40,1.28
228,2.41,2.41,1.28
228,2.41,2.41,1.28
228,2.41,2.41,1.28
228,2.41,2.41,1.28
228,2.41,2.41,1.28
228,2.41,2.41,1.28
228,2.41,2.41,1.28
228,2.41,2.41,1.28
228,2.42,2.42,1.28
228,2.42,2.42,1.28
228,2.42,2.42,1.28
228,2.42,2.42,1.29
228,2.42,2.42,1.29
228,2.42,2.42,1.29
228,2.42,2.42,1.29
228,2.42,2.42,1.29
228,2.43,2.43,1.29
228,2.43,2.43,1.29
228,2.43,2.43,1.29
228,2.43,2.43,1.29
228,2.43,2.43,1.29
228,2.43,2.43,1.29
228,2.43,2.43,1.29
229,2.43,2.43,1.29
229,2.44,2.44,1.29
229,2.44,2.44,1.29
229,2.44,2.44,1.29
229,2.44,2.44,1.29
229,2.44,2.44,1.29
229,2.44,2.44,1.29
229,2.44,2.44,1.29
229,2.44,2.44,1.29
229,2.45,2.45,1.29
230,2.45,2.45,1.30
230,2.45,2.45,1.30
230,2.45,2.45,1.30
230,2.45,2.45,1.30
230,2.45,2.45,1.30
230,2.45,2.45,1.30
230,2.45,2.45,1.30
230,2.45,2.45,1.30
230,2.46,2.46,1.30
230,2.46,2.46,1.30
230,2.46,2.46,1.30
230,2.46,2.46,1.30
230,2.46,2.46,1.30
230,2.46,2.46,1.30
230,2.46,2.46,1.30
230,2.46,2.46,1.30
230,2.46,2.46,1.30
230,2.47,2.47,1.30
230,2.47,2.47,1.30
231,2.47,2.47,1.30
231,2.47,2.47,1.30
231,2.47,2.47,1.30
231,2.47,2.47,1.30
231,2.47,2.47,1.30
231,2.47,2.47,1.30
231,2.48,2.48,1.30
231,2.48,2.48,1.30
231,2.48,2.48,1.30
231,2.48,2.48,1.30
231,2.48,2.48,1.30
231,2.48,2.48,1.30
232,2.48,2.48,1.31
232,2.48,2.48,1.31
232,2.49,2.49,1.31
232,2.49,2.49,1.31
232,2.49,2.49,1.31
232,2.49,2.49,1.31
232,2.49,2.49,1.31
232,2.49,2.49,1.31
232,2.49,2.49,1.31
232,2.49,2.49,1.31
232,2.50,2.50,1.31
233,2.50,2.50,1.31
233,2.50,2.50,1.31
233,2.50,2.50,1.31
233,2.50,2.50,1.31
233,2.50,2.50,1.31
233,2.50,2.50,1.31
233,2.50,2.50,1.31
233,2.51,2.51,1.32
233,2.51,2.51,1.32
233,2.51,2.51,1.32
233,2.51,2.51,1.32
233,2.51,2.51,1.32
233,2.51,2.51,1.32
233,2.51,2.51,1.32
233,2.51,2.51,1.32
233,2.52,2.52,1.32
234,2.52,2.52,1.32
234,2.52,2.52,1.32
234,2.52,2.52,1.32
234,2.52,2.52,1.32
234,2.52,2.52,1.32
234,2.52,2.52,1.32
234,2.52,2.52,1.32
234,2.52,2.52,1.32
234,2.53,2.53,1.32
234,2.53,2.53,1.32
234,2.53,2.53,1.32
234,2.53,2.53,1.32
234,2.53,2.53,1.32
235,2.53,2.53,1.32
234,2.53,2.53,1.32
235,2.53,2.53,1.32
235,2.54,2.54,1.32
235,2.54,2.54,1.32
235,2.54,2.54,1.32
235,2.54,2.54,1.32
235,2.54,2.54,1.32
235,2.54,2.54,1.32
235,2.54,2.54,1.32
235,2.54,2.54,1.32
235,2.55,2.55,1.32
235,2.55,2.55,1.33
236,2.55,2.55,1.33
236,2.55,2.55,1.33
236,2.55,2.55,1.33
236,2.55,2.55,1.33
236,2.55,2.55,1.33
236,2.55,2.55,1.33
236,2.56,2.56,1.33
236,2.56,2.56,1.33
236,2.56,2.56,1.33
236,2.56,2.56,1.33
236,2.56,2.56,1.33
236,2.56,2.56,1.33
236,2.56,2.56,1.33
236,2.56,2.56,1.33
236,2.56,2.56,1.33
236,2.57,2.57,1.33
236,2.57,2.57,1.33
237,2.57,2.57,1.33
237,2.57,2.57,1.33
237,2.57,2.57,1.33
237,2.57,2.57,1.33
237,2.57,2.57,1.33
237,2.57,2.57,1.33
237,2.58,2.58,1.33
237,2.58,2.58,1.33
237,2.58,2.58,1.33
237,2.58,2.58,1.33
237,2.58,2.58,1.33
237,2.58,2.58,1.33
237,2.58,2.58,1.33
237,2.58,2.58,1.34
238,2.58,2.58,1.34
238,2.59,2.59,1.34
238,2.59,2.59,1.34
238,2.59,2.59,1.34
238,2.59,2.59,1.34
238,2.59,2.59,1.34
238,2.59,2.59,1.34
238,2.59,2.59,1.34
238,2.59,2.59,1.34
238,2.60,2.60,1.34
238,2.60,2.60,1.34
238,2.60,2.60,1.34
238,2.60,2.60,1.34
238,2.60,2.60,1.34
238,2.60,2.60,1.34
238,2.60,2.60,1.34
238,2.60,2.60,1.34
238,2.61,2.61,1.34
238,2.61,2.61,1.34
238,2.61,2.61,1.34
238,2.61,2.61,1.34
238,2.61,2.61,1.34
239,2.61,2.61,1.35
239,2.61,2.61,1.35
239,2.61,2.61,1.35
239,2.62,2.62,1.35
239,2.62,2.62,1.35
239,2.62,2.62,1.35
239,2.62,2.62,1.35
239,2.62,2.62,1.35
239,2.62,2.62,1.35
239,2.62,2.62,1.35
239,2.62,2.62,1.35
239,2.62,2.62,1.35
239,2.63,2.63,1.35
239,2.63,2.63,1.35
239,2.63,2.63,1.35
239,2.63,2.63,1.35
239,2.63,2.63,1.35
239,2.63,2.63,1.35
240,2.63,2.63,1.35
240,2.63,2.63,1.35
240,2.64,2.64,1.35
240,2.64,2.64,1.35
240,2.64,2.64,1.35
240,2.64,2.64,1.35
240,2.64,2.64,1.35
240,2.64,2.64,1.35
240,2.64,2.64,1.35
240,2.64,2.64,1.35
240,2.65,2.65,1.35
240,2.65,2.65,1.35
241,2.65,2.65,1.36
241,2.65,2.65,1.36
241,2.65,2.65,1.36
241,2.65,2.65,1.36
241,2.65,2.65,1.36
241,2.65,2.65,1.36
241,2.65,2.65,1.36
241,2.66,2.66,1.36
241,2.66,2.66,1.36
241,2.66,2.66,1.36
241,2.66,2.66,1.36
241,2.66,2.66,1.36
241,2.66,2.66,1.36
241,2.66,2.66,1.36
241,2.67,2.67,1.36
241,2.67,2.67,1.36
242,2.67,2.67,1.36
242,2.67,2.67,1.36
242,2.67,2.67,1.36
242,2.67,2.67,1.36
242,2.67,2.67,1.36
242,2.67,2.67,1.36
242,2.67,2.67,1.36
242,2.68,2.68,1.36
242,2.68,2.68,1.36
243,2.68,2.68,1.37
242,2.68,2.68,1.37
242,2.68,2.68,1.36
242,2.68,2.68,1.36
243,2.68,2.68,1.37
243,2.68,2.68,1.37
243,2.69,2.69,1.37
243,2.69,2.69,1.37
243,2.69,2.69,1.37
243,2.69,2.69,1.37
243,2.69,2.69,1.37
243,2.69,2.69,1.37
243,2.69,2.69,1.37
243,2.69,2.69,1.37
243,2.69,2.69,1.37
243,2.70,2.70,1.37
243,2.70,2.70,1.37
243,2.70,2.70,1.37
243,2.70,2.70,1.37
243,2.70,2.70,1.37
243,2.70,2.70,1.37
243,2.70,2.70,1.37
243,2.70,2.70,1.37
243,2.71,2.71,1.37
243,2.71,2.71,1.37
243,2.71,2.71,1.37
244,2.71,2.71,1.37
244,2.71,2.71,1.38
244,2.71,2.71,1.38
244,2.71,2.71,1.38
244,2.71,2.71,1.38
244,2.72,2.72,1.38
244,2.72,2.72,1.38
244,2.72,2.72,1.38
244,2.72,2.72,1.38
244,2.72,2.72,1.38
244,2.72,2.72,1.38
245,2.72,2.72,1.38
245,2.72,2.72,1.38
245,2.72,2.72,1.38
245,2.73,2.73,1.38
245,2.73,2.73,1.38
245,2.73,2.73,1.38
245,2.73,2.73,1.38
245,2.73,2.73,1.38
245,2.73,2.73,1.38
245,2.73,2.73,1.38
245,2.74,2.74,1.38
245,2.74,2.74,1.38
245,2.74,2.74,1.38
245,2.74,2.74,1.38
245,2.74,2.74,1.38
246,2.74,2.74,1.38
246,2.74,2.74,1.39
246,2.74,2.74,1.39
246,2.74,2.74,1.39
246,2.75,2.75,1.39
246,2.75,2.75,1.39
246,2.75,2.75,1.39
246,2.75,2.75,1.39
246,2.75,2.75,1.39
246,2.75,2.75,1.39
246,2.75,2.75,1.39
246,2.75,2.75,1.39
246,2.75,2.75,1.39
246,2.76,2.76,1.39
246,2.76,2.76,1.39
246,2.76,2.76,1.39
246,2.76,2.76,1.39
247,2.76,2.76,1.39
247,2.76,2.76,1.39
247,2.76,2.76,1.39
247,2.76,2.76,1.39
247,2.77,2.77,1.39
247,2.77,2.77,1.39
247,2.77,2.77,1.39
248,2.77,2.77,1.40
248,2.77,2.77,1.40
248,2.77,2.77,1.40
248,2.77,2.77,1.40
248,2.77,2.77,1.40
248,2.78,2.78,1.40
248,2.78,2.78,1.40
248,2.78,2.78,1.40
248,2.78,2.78,1.40
248,2.78,2.78,1.40
248,2.78,2.78,1.40
248,2.78,2.78,1.40
248,2.78,2.78,1.40
248,2.79,2.79,1.40
248,2.79,2.79,1.40
248,2.79,2.79,1.40
248,2.79,2.79,1.40
248,2.79,2.79,1.40
248,2.79,2.79,1.40
248,2.79,2.79,1.40
248,2.79,2.79,1.40
249,2.80,2.80,1.40
249,2.80,2.80,1.40
249,2.80,2.80,1.40
249,2.80,2.80,1.40
249,2.80,2.80,1.40
249,2.80,2.80,1.40
249,2.80,2.80,1.40
249,2.80,2.80,1.40
249,2.80,2.80,1.40
249,2.81,2.81,1.40
249,2.81,2.81,1.40
249,2.81,2.81,1.40
249,2.81,2.81,1.41
250,2.81,2.81,1.41
250,2.81,2.81,1.41
250,2.81,2.81,1.41
250,2.81,2.81,1.41
250,2.82,2.82,1.41
250,2.82,2.82,1.41
250,2.82,2.82,1.41
250,2.82,2.82,1.41
250,2.82,2.82,1.41
250,2.82,2.82,1.41
250,2.82,2.82,1.41
250,2.82,2.82,1.41
250,2.82,2.82,1.41
251,2.83,2.83,1.41
251,2.83,2.83,1.41
251,2.83,2.83,1.41
251,2.83,2.83,1.41
251,2.83,2.83,1.41
251,2.83,2.83,1.41
251,2.83,2.83,1.41
251,2.83,2.83,1.41
251,2.84,2.84,1.41
251,2.84,2.84,1.41
251,2.84,2.84,1.41
251,2.84,2.84,1.41
252,2.84,2.84,1.42
252,2.84,2.84,1.42
252,2.84,2.84,1.42
252,2.84,2.84,1.42
252,2.85,2.85,1.42
252,2.85,2.85,1.42
252,2.85,2.85,1.42
252,2.85,2.85,1.42
252,2.85,2.85,1.42
252,2.85,2.85,1.42
252,2.85,2.85,1.42
253,2.85,2.85,1.42
253,2.86,2.86,1.42
253,2.86,2.86,1.42
253,2.86,2.86,1.42
253,2.86,2.86,1.42
253,2.86,2.86,1.42
253,2.86,2.86,1.42
253,2.86,2.86,1.42
253,2.86,2.86,1.42
253,2.86,2.86,1.42
253,2.87,2.87,1.42
253,2.87,2.87,1.42
253,2.87,2.87,1.42
253,2.87,2.87,1.42
253,2.87,2.87,1.42
253,2.87,2.87,1.43
253,2.87,2.87,1.43
253,2.87,2.87,1.43
253,2.88,2.88,1.43
253,2.88,2.88,1.43
253,2.88,2.88,1.43
253,2.88,2.88,1.43
254,2.88,2.88,1.43
254,2.88,2.88,1.43
254,2.88,2.88,1.43
254,2.88,2.88,1.43
254,2.89,2.89,1.43
254,2.89,2.89,1.43
254,2.89,2.89,1.43
255,2.89,2.89,1.44
255,2.89,2.89,1.44
255,2.89,2.89,1.44
255,2.89,2.89,1.44
255,2.89,2.89,1.44
255,2.90,2.90,1.44
255,2.90,2.90,1.44
255,2.90,2.90,1.44
255,2.90,2.90,1.44
255,2.90,2.90,1.44
255,2.90,2.90,1.44
255,2.90,2.90,1.44
255,2.90,2.90,1.44
255,2.91,2.91,1.44
255,2.91,2.91,1.44
255,2.91,2.91,1.44
256,2.91,2.91,1.44
256,2.91,2.91,1.44
256,2.91,2.91,1.44
256,2.91,2.91,1.44
256,2.91,2.91,1.44
256,2.92,2.92,1.44
256,2.92,2.92,1.44
256,2.92,2.92,1.44
257,2.92,2.92,1.45
257,2.92,2.92,1.45
257,2.92,2.92,1.45
257,2.92,2.92,1.45
257,2.92,2.92,1.45
257,2.92,2.92,1.45
257,2.92,2.92,1.45
257,2.93,2.93,1.45
257,2.93,2.93,1.45
258,2.93,2.93,1.45
258,2.93,2.93,1.45
258,2.93,2.93,1.45
258,2.93,2.93,1.45
258,2.93,2.93,1.45
258,2.94,2.94,1.45
258,2.94,2.94,1.45
258,2.94,2.94,1.45
258,2.94,2.94,1.45
258,2.94,2.94,1.46
258,2.94,2.94,1.46
258,2.94,2.94,1.46
258,2.94,2.94,1.46
258,2.94,2.94,1.46
258,2.95,2.95,1.46
259,2.95,2.95,1.46
259,2.95,2.95,1.46
259,2.95,2.95,1.46
259,2.95,2.95,1.46
259,2.95,2.95,1.46
259,2.95,2.95,1.46
259,2.95,2.95,1.46
259,2.96,2.96,1.46
259,2.96,2.96,1.46
259,2.96,2.96,1.46
259,2.96,2.96,1.46
260,2.96,2.96,1.46
260,2.96,2.96,1.47
260,2.96,2.96,1.47
260,2.96,2.96,1.47
260,2.97,2.97,1.47
260,2.97,2.97,1.47
260,2.97,2.97,1.47
260,2.97,2.97,1.47
260,2.97,2.97,1.47
261,2.97,2.97,1.47
261,2.97,2.97,1.47
261,2.97,2.97,1.47
261,2.97,2.97,1.47
261,2.98,2.98,1.47
261,2.98,2.98,1.47
261,2.98,2.98,1.47
261,2.98,2.98,1.47
