Force (N)	Position (mm)	Stress (MPa)	Strain (%)	Time (min)
11500	3.48	336	5.65	3.49
11500	3.49	336	5.66	3.49
11500	3.49	336	5.67	3.50
11500	3.50	336	5.68	3.50
11500	3.50	336	5.68	3.51
11500	3.51	336	5.69	3.51
11500	3.51	336	5.70	3.52
11500	3.51	336	5.70	3.52
11500	3.52	336	5.71	3.52
11500	3.52	336	5.72	3.53
11500	3.53	336	5.73	3.53
11500	3.53	336	5.73	3.54
11600	3.54	336	5.74	3.54
11600	3.54	336	5.75	3.55
11600	3.55	337	5.75	3.55
11600	3.55	337	5.76	3.55
11600	3.55	337	5.77	3.56
11600	3.56	337	5.78	3.56
11600	3.56	337	5.78	3.57
11600	3.57	337	5.79	3.57
11600	3.57	337	5.80	3.58
11600	3.58	337	5.81	3.58
11600	3.58	337	5.81	3.59
11600	3.58	337	5.82	3.59
11600	3.59	338	5.83	3.59
11600	3.59	338	5.83	3.60
11600	3.60	338	5.84	3.60
11600	3.60	338	5.85	3.61
11600	3.61	338	5.86	3.61
11600	3.61	338	5.86	3.62
11600	3.62	338	5.87	3.62
11600	3.62	338	5.88	3.63
11600	3.62	338	5.88	3.63
11600	3.63	338	5.89	3.63
11600	3.63	338	5.90	3.64
11600	3.64	338	5.91	3.64
11600	3.64	338	5.91	3.65
11600	3.65	338	5.92	3.65
11600	3.65	339	5.93	3.66
11600	3.66	339	5.93	3.66
11600	3.66	339	5.94	3.67
11600	3.66	339	5.95	3.67
11600	3.67	339	5.96	3.67
11600	3.67	339	5.96	3.68
11600	3.68	339	5.97	3.68
11600	3.68	339	5.98	3.69
11600	3.69	339	5.98	3.69
11600	3.69	339	5.99	3.70
11600	3.70	339	6.00	3.70
11600	3.70	338	6.01	3.71
11600	3.70	338	6.01	3.71
11600	3.71	338	6.02	3.71
11600	3.71	338	6.03	3.72
11600	3.72	338	6.03	3.72
11600	3.72	338	6.04	3.73
11600	3.73	338	6.05	3.73
11600	3.73	338	6.06	3.74
11600	3.74	338	6.06	3.74
11600	3.74	338	6.07	3.74
11600	3.74	338	6.08	3.75
11600	3.75	338	6.08	3.75
11600	3.75	338	6.09	3.76
11600	3.76	338	6.10	3.76
11600	3.76	338	6.11	3.77
11600	3.77	338	6.11	3.77
11600	3.77	338	6.12	3.78
11600	3.78	338	6.13	3.78
11600	3.78	338	6.13	3.78
11600	3.78	338	6.14	3.79
11600	3.79	338	6.15	3.79
11600	3.79	339	6.16	3.80
11600	3.80	339	6.16	3.80
11600	3.80	339	6.17	3.81
11600	3.81	339	6.18	3.81
11600	3.81	339	6.19	3.82
11600	3.81	339	6.19	3.82
11600	3.82	339	6.20	3.82
11600	3.82	339	6.21	3.83
11600	3.83	339	6.21	3.83
11600	3.83	339	6.22	3.84
11700	3.84	339	6.23	3.84
11700	3.84	339	6.24	3.85
11700	3.85	339	6.24	3.85
11700	3.85	339	6.25	3.86
11700	3.85	339	6.26	3.86
11700	3.86	339	6.26	3.86
11700	3.86	340	6.27	3.87
11700	3.87	340	6.28	3.87
11700	3.87	340	6.29	3.88
11700	3.88	340	6.29	3.88
11700	3.88	340	6.30	3.89
11700	3.89	340	6.31	3.89
11700	3.89	340	6.31	3.90
11700	3.89	340	6.32	3.90
11700	3.90	340	6.33	3.90
11700	3.90	340	6.34	3.91
11700	3.91	340	6.34	3.91
11700	3.91	340	6.35	3.92
11700	3.92	340	6.36	3.92
11700	3.92	340	6.37	3.93
11700	3.93	340	6.37	3.93
11700	3.93	340	6.38	3.94
11700	3.93	340	6.39	3.94
11700	3.94	340	6.39	3.94
11700	3.94	340	6.40	3.95
11700	3.95	340	6.41	3.95
11700	3.95	340	6.42	3.96
11700	3.96	341	6.42	3.96
11700	3.96	341	6.43	3.97
11700	3.97	341	6.44	3.97
11700	3.97	341	6.44	3.97
11700	3.97	341	6.45	3.98
11700	3.98	341	6.46	3.98
11700	3.98	341	6.47	3.99
11700	3.99	341	6.47	3.99
11700	3.99	341	6.48	4.00
11700	4.00	341	6.49	4.00
11700	4.00	342	6.49	4.01
11700	4.01	342	6.50	4.01
11700	4.01	342	6.51	4.01
11700	4.01	342	6.51	4.02
11700	4.02	342	6.52	4.02
11800	4.02	342	6.53	4.03
11800	4.03	342	6.54	4.03
11800	4.03	342	6.54	4.04
11800	4.04	343	6.55	4.04
11800	4.04	343	6.56	4.05
11800	4.04	343	6.57	4.05
11800	4.05	343	6.57	4.05
11800	4.05	343	6.58	4.06
11800	4.06	343	6.59	4.06
11800	4.06	343	6.59	4.07
11800	4.07	343	6.60	4.07
11800	4.07	343	6.61	4.08
11800	4.08	343	6.62	4.08
11800	4.08	343	6.62	4.09
11800	4.08	343	6.63	4.09
11800	4.09	343	6.64	4.09
11800	4.09	343	6.64	4.10
11800	4.10	344	6.65	4.10
11800	4.10	344	6.66	4.11
11800	4.11	344	6.67	4.11
11800	4.11	344	6.67	4.12
11800	4.12	344	6.68	4.12
11800	4.12	344	6.69	4.13
11800	4.12	344	6.69	4.13
11800	4.13	344	6.70	4.13
11800	4.13	344	6.71	4.14
11800	4.14	345	6.72	4.14
11800	4.14	345	6.72	4.15
11800	4.15	345	6.73	4.15
11800	4.15	345	6.74	4.16
11900	4.16	345	6.75	4.16
11900	4.16	345	6.75	4.16
11900	4.16	346	6.76	4.17
11900	4.17	346	6.77	4.17
11900	4.17	346	6.77	4.18
11900	4.18	346	6.78	4.18
11900	4.18	346	6.79	4.19
11900	4.19	346	6.80	4.19
11900	4.19	346	6.80	4.20
11900	4.20	346	6.81	4.20
11900	4.20	347	6.82	4.20
11900	4.20	347	6.82	4.21
11900	4.21	347	6.83	4.21
11900	4.21	347	6.84	4.22
11900	4.22	347	6.85	4.22
11900	4.22	347	6.85	4.23
11900	4.23	347	6.86	4.23
11900	4.23	347	6.87	4.24
11900	4.23	348	6.87	4.24
11900	4.24	348	6.88	4.24
11900	4.24	348	6.89	4.25
11900	4.25	348	6.90	4.25
12000	4.25	348	6.90	4.26
12000	4.26	348	6.91	4.26
12000	4.26	348	6.92	4.27
12000	4.27	348	6.92	4.27
12000	4.27	348	6.93	4.28
12000	4.27	349	6.94	4.28
12000	4.28	349	6.95	4.28
12000	4.28	349	6.95	4.29
12000	4.29	349	6.96	4.29
12000	4.29	349	6.97	4.30
12000	4.30	349	6.97	4.30
12000	4.30	349	6.98	4.31
12000	4.31	349	6.99	4.31
12000	4.31	349	7.00	4.32
12000	4.31	350	7.00	4.32
12000	4.32	350	7.01	4.32
12000	4.32	350	7.02	4.33
12000	4.33	350	7.03	4.33
12000	4.33	350	7.03	4.34
12000	4.34	350	7.04	4.34
12000	4.34	350	7.05	4.35
12000	4.35	350	7.05	4.35
12000	4.35	350	7.06	4.36
12000	4.35	351	7.07	4.36
12000	4.36	351	7.08	4.36
12000	4.36	351	7.08	4.37
12100	4.37	351	7.09	4.37
12100	4.37	351	7.10	4.38
12100	4.38	351	7.10	4.38
12100	4.38	351	7.11	4.39
12100	4.39	351	7.12	4.39
12100	4.39	351	7.13	4.39
12100	4.39	352	7.13	4.40
12100	4.40	352	7.14	4.40
12100	4.40	352	7.15	4.41
12100	4.41	352	7.15	4.41
12100	4.41	352	7.16	4.42
12100	4.42	352	7.17	4.42
12100	4.42	352	7.18	4.43
12100	4.43	352	7.18	4.43
12100	4.43	353	7.19	4.43
12100	4.43	353	7.20	4.44
12100	4.44	353	7.20	4.44
12100	4.44	353	7.21	4.45
12100	4.45	353	7.22	4.45
12100	4.45	353	7.23	4.46
12100	4.46	353	7.23	4.46
12100	4.46	353	7.24	4.47
12100	4.46	353	7.25	4.47
12100	4.47	354	7.25	4.47
12100	4.47	354	7.26	4.48
12100	4.48	354	7.27	4.48
12100	4.48	354	7.28	4.49
12200	4.49	354	7.28	4.49
12200	4.49	354	7.29	4.50
12200	4.50	354	7.30	4.50
12200	4.50	354	7.31	4.51
12200	4.50	354	7.31	4.51
12200	4.51	354	7.32	4.51
12200	4.51	355	7.33	4.52
12200	4.52	355	7.33	4.52
12200	4.52	355	7.34	4.53
12200	4.53	355	7.35	4.53
12200	4.53	355	7.36	4.54
12200	4.54	355	7.36	4.54
12200	4.54	355	7.37	4.55
12200	4.54	355	7.38	4.55
12200	4.55	355	7.38	4.55
12200	4.55	356	7.39	4.56
12200	4.56	356	7.40	4.56
12200	4.56	356	7.41	4.57
12200	4.57	356	7.41	4.57
12200	4.57	356	7.42	4.58
12200	4.58	356	7.43	4.58
12200	4.58	356	7.43	4.58
12200	4.58	356	7.44	4.59
12200	4.59	356	7.45	4.59
12200	4.59	357	7.45	4.60
12200	4.60	357	7.46	4.60
12300	4.60	357	7.47	4.61
12300	4.61	357	7.48	4.61
12300	4.61	357	7.48	4.62
12300	4.62	357	7.49	4.62
12300	4.62	357	7.50	4.62
12300	4.62	357	7.51	4.63
12300	4.63	357	7.51	4.63
12300	4.63	358	7.52	4.64
12300	4.64	358	7.53	4.64
12300	4.64	358	7.53	4.65
12300	4.65	358	7.54	4.65
12300	4.65	358	7.55	4.66
12300	4.65	358	7.56	4.66
12300	4.66	358	7.56	4.66
12300	4.66	358	7.57	4.67
12300	4.67	358	7.58	4.67
12300	4.67	359	7.58	4.68
12300	4.68	359	7.59	4.68
12300	4.68	359	7.60	4.69
12300	4.69	359	7.61	4.69
12300	4.69	359	7.61	4.70
12300	4.69	359	7.62	4.70
12300	4.70	359	7.63	4.70
12300	4.70	359	7.63	4.71
12300	4.71	359	7.64	4.71
12300	4.71	359	7.65	4.72
12300	4.72	360	7.66	4.72
12300	4.72	360	7.66	4.73
12400	4.73	360	7.67	4.73
12400	4.73	360	7.68	4.74
12400	4.73	360	7.69	4.74
12400	4.74	360	7.69	4.74
12400	4.74	360	7.70	4.75
12400	4.75	360	7.71	4.75
12400	4.75	360	7.71	4.76
12400	4.76	361	7.72	4.76
12400	4.76	361	7.73	4.77
12400	4.77	361	7.74	4.77
12400	4.77	361	7.74	4.77
12400	4.77	361	7.75	4.78
12400	4.78	361	7.76	4.78
12400	4.78	361	7.76	4.79
12400	4.79	361	7.77	4.79
12400	4.79	361	7.78	4.80
12400	4.80	361	7.79	4.80
12400	4.80	362	7.79	4.81
12400	4.81	362	7.80	4.81
12400	4.81	362	7.81	4.81
12400	4.81	362	7.81	4.82
12400	4.82	362	7.82	4.82
12400	4.82	362	7.83	4.83
12400	4.83	362	7.84	4.83
12400	4.83	362	7.84	4.84
12400	4.84	362	7.85	4.84
12400	4.84	362	7.86	4.85
12400	4.84	363	7.87	4.85
12500	4.85	363	7.87	4.85
12500	4.85	363	7.88	4.86
12500	4.86	363	7.89	4.86
12500	4.86	363	7.89	4.87
12500	4.87	363	7.90	4.87
12500	4.87	363	7.91	4.88
12500	4.88	363	7.92	4.88
12500	4.88	363	7.92	4.89
12500	4.88	363	7.93	4.89
12500	4.89	363	7.94	4.89
12500	4.89	364	7.94	4.90
12500	4.90	364	7.95	4.90
12500	4.90	364	7.96	4.91
12500	4.91	364	7.96	4.91
12500	4.91	364	7.97	4.92
12500	4.92	364	7.98	4.92
12500	4.92	364	7.99	4.93
12500	4.92	364	7.99	4.93
12500	4.93	364	8.00	4.93
12500	4.93	364	8.01	4.94
12500	4.94	365	8.02	4.94
12500	4.94	365	8.02	4.95
12500	4.95	365	8.03	4.95
12500	4.95	365	8.04	4.96
12500	4.96	365	8.04	4.96
12500	4.96	365	8.05	4.97
12500	4.96	365	8.06	4.97
12500	4.97	365	8.06	4.97
12500	4.97	365	8.07	4.98
12500	4.98	365	8.08	4.98
12600	4.98	366	8.09	4.99
12600	4.99	366	8.09	4.99
12600	4.99	366	8.10	5.00
12600	5.00	366	8.11	5.00
12600	5.00	366	8.12	5.00
12600	5.00	366	8.12	5.01
12600	5.01	366	8.13	5.01
12600	5.01	366	8.14	5.02
12600	5.02	366	8.14	5.02
12600	5.02	366	8.15	5.03
12600	5.03	366	8.16	5.03
12600	5.03	367	8.17	5.04
12600	5.04	367	8.17	5.04
12600	5.04	367	8.18	5.04
12600	5.04	367	8.19	5.05
12600	5.05	367	8.19	5.05
12600	5.05	367	8.20	5.06
12600	5.06	367	8.21	5.06
12600	5.06	367	8.22	5.07
12600	5.07	367	8.22	5.07
12600	5.07	367	8.23	5.08
12600	5.08	367	8.24	5.08
12600	5.08	368	8.25	5.08
12600	5.08	368	8.25	5.09
12600	5.09	368	8.26	5.09
12600	5.09	368	8.27	5.10
12600	5.10	368	8.27	5.10
12600	5.10	368	8.28	5.11
12600	5.11	368	8.29	5.11
12600	5.11	368	8.30	5.12
12600	5.11	368	8.30	5.12
12600	5.12	368	8.31	5.12
12700	5.12	368	8.32	5.13
12700	5.13	369	8.32	5.13
12700	5.13	369	8.33	5.14
12700	5.14	369	8.34	5.14
12700	5.14	369	8.35	5.15
12700	5.15	369	8.35	5.15
12700	5.15	369	8.36	5.16
12700	5.15	369	8.37	5.16
12700	5.16	369	8.38	5.16
12700	5.16	369	8.38	5.17
12700	5.17	369	8.39	5.17
12700	5.17	370	8.40	5.18
12700	5.18	370	8.40	5.18
12700	5.18	370	8.41	5.19
12700	5.19	370	8.42	5.19
12700	5.19	370	8.42	5.19
12700	5.19	370	8.43	5.20
12700	5.20	370	8.44	5.20
12700	5.20	370	8.45	5.21
12700	5.21	370	8.45	5.21
12700	5.21	370	8.46	5.22
12700	5.22	370	8.47	5.22
12700	5.22	370	8.47	5.23
12700	5.23	371	8.48	5.23
12700	5.23	371	8.49	5.23
12700	5.23	371	8.50	5.24
12700	5.24	371	8.50	5.24
12700	5.24	371	8.51	5.25
12700	5.25	371	8.52	5.25
12700	5.25	371	8.52	5.26
12700	5.26	371	8.53	5.26
12700	5.26	371	8.54	5.27
12800	5.26	371	8.55	5.27
12800	5.27	371	8.55	5.27
12800	5.27	371	8.56	5.28
12800	5.28	372	8.57	5.28
12800	5.28	372	8.57	5.29
12800	5.29	372	8.58	5.29
12800	5.29	372	8.59	5.30
12800	5.30	372	8.60	5.30
12800	5.30	372	8.60	5.31
12800	5.30	372	8.61	5.31
12800	5.31	372	8.62	5.31
12800	5.31	372	8.63	5.32
12800	5.32	372	8.63	5.32
12800	5.32	372	8.64	5.33
12800	5.33	373	8.65	5.33
12800	5.33	373	8.65	5.34
12800	5.34	373	8.66	5.34
12800	5.34	373	8.67	5.35
12800	5.34	373	8.68	5.35
12800	5.35	373	8.68	5.35
12800	5.35	373	8.69	5.36
12800	5.36	373	8.70	5.36
12800	5.36	373	8.70	5.37
12800	5.37	373	8.71	5.37
12800	5.37	373	8.72	5.38
12800	5.38	373	8.73	5.38
12800	5.38	374	8.73	5.39
12800	5.38	374	8.74	5.39
12800	5.39	374	8.75	5.39
12800	5.39	374	8.75	5.40
12800	5.40	374	8.76	5.40
12800	5.40	374	8.77	5.41
12800	5.41	374	8.78	5.41
12800	5.41	374	8.78	5.42
12900	5.42	374	8.79	5.42
12900	5.42	374	8.80	5.42
12900	5.42	374	8.81	5.43
12900	5.43	374	8.81	5.43
12900	5.43	375	8.82	5.44
12900	5.44	375	8.83	5.44
12900	5.44	375	8.83	5.45
12900	5.45	375	8.84	5.45
12900	5.45	375	8.85	5.46
12900	5.45	375	8.85	5.46
12900	5.46	375	8.86	5.46
12900	5.46	375	8.87	5.47
12900	5.47	375	8.88	5.47
12900	5.47	375	8.88	5.48
12900	5.48	375	8.89	5.48
12900	5.48	375	8.90	5.49
12900	5.49	376	8.91	5.49
12900	5.49	376	8.91	5.50
12900	5.49	376	8.92	5.50
12900	5.50	376	8.93	5.50
12900	5.50	376	8.93	5.51
12900	5.51	376	8.94	5.51
12900	5.51	376	8.95	5.52
12900	5.52	376	8.96	5.52
12900	5.52	376	8.96	5.53
12900	5.53	376	8.97	5.53
12900	5.53	376	8.98	5.54
12900	5.53	376	8.98	5.54
12900	5.54	376	8.99	5.54
12900	5.54	377	9.00	5.55
12900	5.55	377	9.01	5.55
12900	5.55	377	9.01	5.56
12900	5.56	377	9.02	5.56
12900	5.56	377	9.03	5.57
12900	5.57	377	9.03	5.57
12900	5.57	377	9.04	5.58
13000	5.57	377	9.05	5.58
13000	5.58	377	9.06	5.58
13000	5.58	377	9.06	5.59
13000	5.59	377	9.07	5.59
13000	5.59	377	9.08	5.60
13000	5.60	377	9.08	5.60
13000	5.60	378	9.09	5.61
13000	5.61	378	9.10	5.61
13000	5.61	378	9.11	5.61
13000	5.61	378	9.11	5.62
13000	5.62	378	9.12	5.62
13000	5.62	378	9.13	5.63
13000	5.63	378	9.13	5.63
13000	5.63	378	9.14	5.64
13000	5.64	378	9.15	5.64
13000	5.64	378	9.16	5.65
13000	5.65	378	9.16	5.65
13000	5.65	378	9.17	5.65
13000	5.65	378	9.18	5.66
13000	5.66	379	9.19	5.66
13000	5.66	379	9.19	5.67
13000	5.67	379	9.20	5.67
13000	5.67	379	9.21	5.68
13000	5.68	379	9.21	5.68
13000	5.68	379	9.22	5.69
13000	5.68	379	9.23	5.69
13000	5.69	379	9.24	5.69
13000	5.69	379	9.24	5.70
13000	5.70	379	9.25	5.70
13000	5.70	379	9.26	5.71
13000	5.71	379	9.26	5.71
13000	5.71	379	9.27	5.72
13000	5.72	380	9.28	5.72
13000	5.72	380	9.29	5.73
13000	5.72	380	9.29	5.73
13000	5.73	380	9.30	5.73
13000	5.73	380	9.31	5.74
13000	5.74	380	9.31	5.74
13000	5.74	380	9.32	5.75
13100	5.75	380	9.33	5.75
13100	5.75	380	9.34	5.76
13100	5.76	380	9.34	5.76
13100	5.76	380	9.35	5.77
13100	5.76	380	9.36	5.77
13100	5.77	380	9.36	5.77
13100	5.77	381	9.37	5.78
13100	5.78	381	9.38	5.78
13100	5.78	381	9.39	5.79
13100	5.79	381	9.39	5.79
13100	5.79	381	9.40	5.80
13100	5.80	381	9.41	5.80
13100	5.80	381	9.42	5.81
13100	5.80	381	9.42	5.81
13100	5.81	381	9.43	5.81
13100	5.81	381	9.44	5.82
13100	5.82	381	9.44	5.82
13100	5.82	381	9.45	5.83
13100	5.83	381	9.46	5.83
13100	5.83	381	9.46	5.84
13100	5.84	382	9.47	5.84
13100	5.84	382	9.48	5.84
13100	5.84	382	9.49	5.85
13100	5.85	382	9.49	5.85
13100	5.85	382	9.50	5.86
13100	5.86	382	9.51	5.86
13100	5.86	382	9.52	5.87
13100	5.87	382	9.52	5.87
13100	5.87	382	9.53	5.88
13100	5.87	382	9.54	5.88
13100	5.88	382	9.54	5.88
13100	5.88	382	9.55	5.89
13100	5.89	382	9.56	5.89
13100	5.89	382	9.57	5.90
13100	5.90	382	9.57	5.90
13100	5.90	383	9.58	5.91
13100	5.91	383	9.59	5.91
13100	5.91	383	9.59	5.92
13100	5.91	383	9.60	5.92
13100	5.92	383	9.61	5.92
13100	5.92	383	9.62	5.93
13200	5.93	383	9.62	5.93
13200	5.93	383	9.63	5.94
13200	5.94	383	9.64	5.94
13200	5.94	383	9.64	5.95
13200	5.95	383	9.65	5.95
13200	5.95	383	9.66	5.96
13200	5.95	383	9.67	5.96
13200	5.96	383	9.67	5.96
13200	5.96	384	9.68	5.97
13200	5.97	384	9.69	5.97
13200	5.97	384	9.69	5.98
13200	5.98	384	9.70	5.98
13200	5.98	384	9.71	5.99
13200	5.99	384	9.72	5.99
13200	5.99	384	9.72	6.00
13200	5.99	384	9.73	6.00
13200	6.00	384	9.74	6.00
13200	6.00	384	9.75	6.01
13200	6.01	384	9.75	6.01
13200	6.01	384	9.76	6.02
13200	6.02	384	9.77	6.02
13200	6.02	385	9.77	6.03
13200	6.03	385	9.78	6.03
13200	6.03	385	9.79	6.03
13200	6.03	385	9.80	6.04
13200	6.04	385	9.80	6.04
13200	6.04	385	9.81	6.05
13200	6.05	385	9.82	6.05
13200	6.05	385	9.82	6.06
13200	6.06	385	9.83	6.06
13200	6.06	385	9.84	6.07
13200	6.07	385	9.85	6.07
13200	6.07	385	9.85	6.07
13200	6.07	385	9.86	6.08
13200	6.08	385	9.87	6.08
13200	6.08	385	9.88	6.09
13200	6.09	385	9.88	6.09
13200	6.09	386	9.89	6.10
13200	6.10	386	9.90	6.10
13200	6.10	386	9.90	6.11
13200	6.10	386	9.91	6.11
13300	6.11	386	9.92	6.11
13200	6.11	386	9.93	6.12
13300	6.12	386	9.93	6.12
13300	6.12	386	9.94	6.13
13300	6.13	386	9.95	6.13
13300	6.13	386	9.95	6.14
13300	6.14	386	9.96	6.14
13300	6.14	386	9.97	6.15
13300	6.14	386	9.97	6.15
13300	6.15	386	9.98	6.15
13300	6.15	386	9.99	6.16
13300	6.16	386	10.0	6.16
13300	6.16	387	10.0	6.17
13300	6.17	387	10.0	6.17
13300	6.17	387	10.0	6.18
13300	6.18	387	10.0	6.18
13300	6.18	387	10.0	6.19
13300	6.18	387	10.0	6.19
13300	6.19	387	10.0	6.19
13300	6.19	387	10.1	6.20
13300	6.20	387	10.1	6.20
13300	6.20	387	10.1	6.21
13300	6.21	387	10.1	6.21
13300	6.21	387	10.1	6.22
13300	6.22	387	10.1	6.22
13300	6.22	387	10.1	6.22
13300	6.22	388	10.1	6.23
13300	6.23	388	10.1	6.23
13300	6.23	388	10.1	6.24
13300	6.24	388	10.1	6.24
13300	6.24	388	10.1	6.25
13300	6.25	388	10.1	6.25
13300	6.25	388	10.1	6.26
13300	6.26	388	10.2	6.26
13300	6.26	388	10.2	6.26
13300	6.26	388	10.2	6.27
13300	6.27	388	10.2	6.27
13300	6.27	388	10.2	6.28
13300	6.28	388	10.2	6.28
13300	6.28	388	10.2	6.29
13300	6.29	388	10.2	6.29
13300	6.29	388	10.2	6.30
13300	6.29	389	10.2	6.30
13300	6.30	389	10.2	6.30
13300	6.30	389	10.2	6.31
13300	6.31	389	10.2	6.31
13400	6.31	389	10.2	6.32
13400	6.32	389	10.3	6.32
13400	6.32	389	10.3	6.33
13400	6.33	389	10.3	6.33
13400	6.33	389	10.3	6.34
13400	6.33	389	10.3	6.34
13400	6.34	389	10.3	6.34
13400	6.34	389	10.3	6.35
13400	6.35	389	10.3	6.35
13400	6.35	389	10.3	6.36
13400	6.36	389	10.3	6.36
13400	6.36	389	10.3	6.37
13400	6.37	389	10.3	6.37
13400	6.37	390	10.3	6.38
13400	6.37	390	10.3	6.38
13400	6.38	390	10.4	6.38
13400	6.38	390	10.4	6.39
13400	6.39	390	10.4	6.39
13400	6.39	390	10.4	6.40
13400	6.40	390	10.4	6.40
13400	6.40	390	10.4	6.41
13400	6.41	390	10.4	6.41
13400	6.41	390	10.4	6.42
13400	6.41	390	10.4	6.42
13400	6.42	390	10.4	6.42
13400	6.42	390	10.4	6.43
13400	6.43	390	10.4	6.43
13400	6.43	390	10.4	6.44
13400	6.44	390	10.4	6.44
13400	6.44	391	10.5	6.45
13400	6.45	391	10.5	6.45
13400	6.45	391	10.5	6.45
13400	6.45	391	10.5	6.46
13400	6.46	391	10.5	6.46
13400	6.46	391	10.5	6.47
13400	6.47	391	10.5	6.47
13400	6.47	391	10.5	6.48
13400	6.48	391	10.5	6.48
13400	6.48	391	10.5	6.49
13400	6.49	391	10.5	6.49
13400	6.49	391	10.5	6.49
13400	6.49	391	10.5	6.50
13400	6.50	391	10.5	6.50
13400	6.50	391	10.6	6.51
13400	6.51	391	10.6	6.51
13400	6.51	392	10.6	6.52
13400	6.52	392	10.6	6.52
13400	6.52	392	10.6	6.53
13500	6.52	392	10.6	6.53
13500	6.53	392	10.6	6.53
13500	6.53	392	10.6	6.54
13500	6.54	392	10.6	6.54
13500	6.54	392	10.6	6.55
13500	6.55	392	10.6	6.55
13500	6.55	392	10.6	6.56
13500	6.56	392	10.6	6.56
13500	6.56	392	10.6	6.57
13500	6.56	392	10.7	6.57
13500	6.57	392	10.7	6.57
13500	6.57	392	10.7	6.58
13500	6.58	392	10.7	6.58
13500	6.58	392	10.7	6.59
13500	6.59	393	10.7	6.59
13500	6.59	393	10.7	6.60
13500	6.60	393	10.7	6.60
13500	6.60	393	10.7	6.61
13500	6.60	393	10.7	6.61
13500	6.61	393	10.7	6.61
13500	6.61	393	10.7	6.62
13500	6.62	393	10.7	6.62
13500	6.62	393	10.8	6.63
13500	6.63	393	10.8	6.63
13500	6.63	393	10.8	6.64
13500	6.64	393	10.8	6.64
13500	6.64	393	10.8	6.64
13500	6.64	393	10.8	6.65
13500	6.65	393	10.8	6.65
13500	6.65	393	10.8	6.66
13500	6.66	393	10.8	6.66
13500	6.66	393	10.8	6.67
13500	6.67	393	10.8	6.67
13500	6.67	394	10.8	6.68
13500	6.68	394	10.8	6.68
13500	6.68	394	10.8	6.68
13500	6.68	394	10.9	6.69
13500	6.69	394	10.9	6.69
13500	6.69	394	10.9	6.70
13500	6.70	394	10.9	6.70
13500	6.70	394	10.9	6.71
13500	6.71	394	10.9	6.71
13500	6.71	394	10.9	6.72
13500	6.72	394	10.9	6.72
13500	6.72	394	10.9	6.72
13500	6.72	394	10.9	6.73
13500	6.73	394	10.9	6.73
13500	6.73	394	10.9	6.74
13500	6.74	394	10.9	6.74
13500	6.74	394	10.9	6.75
13500	6.75	395	11.0	6.75
13500	6.75	395	11.0	6.76
13600	6.75	395	11.0	6.76
13600	6.76	395	11.0	6.76
13600	6.76	395	11.0	6.77
13600	6.77	395	11.0	6.77
13600	6.77	395	11.0	6.78
13600	6.78	395	11.0	6.78
13600	6.78	395	11.0	6.79
13600	6.79	395	11.0	6.79
13600	6.79	395	11.0	6.80
13600	6.79	395	11.0	6.80
13600	6.80	395	11.0	6.80
13600	6.80	395	11.0	6.81
13600	6.81	395	11.1	6.81
13600	6.81	395	11.1	6.82
13600	6.82	395	11.1	6.82
13600	6.82	395	11.1	6.83
13600	6.83	396	11.1	6.83
13600	6.83	396	11.1	6.84
13600	6.83	396	11.1	6.84
13600	6.84	396	11.1	6.84
13600	6.84	396	11.1	6.85
13600	6.85	396	11.1	6.85
13600	6.85	396	11.1	6.86
13600	6.86	396	11.1	6.86
13600	6.86	396	11.1	6.87
13600	6.87	396	11.1	6.87
13600	6.87	396	11.2	6.87
13600	6.87	396	11.2	6.88
13600	6.88	396	11.2	6.88
13600	6.88	396	11.2	6.89
13600	6.89	396	11.2	6.89
13600	6.89	396	11.2	6.90
13600	6.90	396	11.2	6.90
13600	6.90	396	11.2	6.91
13600	6.91	396	11.2	6.91
13600	6.91	396	11.2	6.91
13600	6.91	397	11.2	6.92
13600	6.92	397	11.2	6.92
13600	6.92	397	11.2	6.93
13600	6.93	397	11.2	6.93
13600	6.93	397	11.3	6.94
13600	6.94	397	11.3	6.94
13600	6.94	397	11.3	6.95
13600	6.94	397	11.3	6.95
13600	6.95	397	11.3	6.95
13600	6.95	397	11.3	6.96
13600	6.96	397	11.3	6.96
13600	6.96	397	11.3	6.97
13600	6.97	397	11.3	6.97
13600	6.97	397	11.3	6.98
13600	6.98	397	11.3	6.98
13600	6.98	397	11.3	6.99
13600	6.98	397	11.3	6.99
13600	6.99	397	11.3	6.99
13600	6.99	397	11.4	7.00
13600	7.00	397	11.4	7.00
13700	7.00	398	11.4	7.01
13700	7.01	398	11.4	7.01
13700	7.01	398	11.4	7.02
13700	7.02	398	11.4	7.02
13700	7.02	398	11.4	7.03
13700	7.02	398	11.4	7.03
13700	7.03	398	11.4	7.03
13700	7.03	398	11.4	7.04
13700	7.04	398	11.4	7.04
13700	7.04	398	11.4	7.05
13700	7.05	398	11.4	7.05
13700	7.05	398	11.4	7.06
13700	7.06	398	11.5	7.06
13700	7.06	398	11.5	7.06
13700	7.06	398	11.5	7.07
13700	7.07	398	11.5	7.07
13700	7.07	398	11.5	7.08
13700	7.08	398	11.5	7.08
13700	7.08	398	11.5	7.09
13700	7.09	399	11.5	7.09
13700	7.09	399	11.5	7.10
13700	7.10	399	11.5	7.10
13700	7.10	399	11.5	7.10
13700	7.10	399	11.5	7.11
13700	7.11	399	11.5	7.11
